abstract	author	category	desc	level	title	weekday	start_dt	end_dt
Machine learning forms the core of many intelligent services we use today, including language translation, web search, movie recommendation, and spam detection. Python's ecosystem provides a high quality array of tools for developing insights on these use cases and applying machine learning in production. In this tutorial, we will provide a hands-on introduction to the concepts of machine learning and the process of applying these concepts in a competition setting. We'll start out with an overview of machine learning applications and how computers can learn from data. Then, we'll look at algorithms and methodologies that have been demonstrated to work well in a wide variety of applications, and what makes these algorithms tick. For the bulk of the tutorial, we'll focus on a live Kaggle competition. We'll load the data into iPython notebook for interactive exploration and visualization, and use this to gain a basic understanding of what's in the data. From there, we'll extract features and train a model using scikit-learn. This will bring us to our first Kaggle submission. Next, we'll switch out of iPython notebook and start structuring the code for repeatability, using git for version control and Make for an explicit dependency graph. We'll learn how to structure the problem for offline evaluation and then use scikit-learn's clean model API's to train many models simultaneously and perform feature selection and hyperparameter optimization. At this point, we'll provide suggestions for how to further improve on the problem and then finish with an hour-long lab, with tutorial participants working individually or in groups to improve their methodologies and getting advice as needed. By the end of this tutorial, participants will have a basic understanding of how to identify problems where machine learning can add value, along with how to use machine learning and the Python ecosystem to address these problems. They will be able to apply these techniques to their work, hobbies, Kaggle competitions, and research.	Ben Hamner	Science	This tutorial will offer an introduction machine learning and how to apply it to a Kaggle competition. We will cover methodologies that have worked well across a diverse set of problems, and then work on a current Kaggle competition together using iPython notebook and scikit-learn. We will cover concepts including feature extraction, feature selection, model evaluation, and data visualization.	Intermediate	Winning Machine Learning Competitions With Scikit-Learn	Thursday	2015-04-09 09:00:00	2015-04-09 12:20:00
This talk will consist of three main chunks:   Background: The whats, whys, and hows of internationalization (i18n) and localization (l10n). We’ll walk through the whole process of marking and scraping strings for translation, as well as how translated strings are served up. Our goal here is to get a good picture of what really happens to your l10n’ed strings at runtime and discuss a few common pitfalls.   i18n tools: What does Django natively provide to help us scrape and serve up strings in Python files and Django templates? (Simple, easy to use scripts (•ω•)) How can we tackle other types of files, such as Mako or Underscore templates, or Javascript files? (Complex, easy to use scripts (｡◕‿‿◕｡))   The eye of the translator, the thrill of the no-context fight: Now that we’ve got the basics down, let’s turn our attention to how our strings actually get translated. Can an open-source project obtain translations for free? (Yes!) What is the job of translator really like? (Like this: (╯°□°）╯︵ ┻━┻) What can we as developers do to both ease their burden and get more accurate translations? (I’ll show you how to ┬──┬ ノ( ゜-゜ノ))  	Sarina Canelake	Best Practices & Patterns	Have you heard about internationalization (i18n) and wondered what it meant? Perhaps your project already has i18n of its strings but you have a nagging feeling you could be doing it better. This talk will walk through the basics of i18n’ing a Django project (but the principles apply to any project!), and how to make the process of localization (l10n) go more smoothly.	Novice	I18N: World Domination the Easy Way	Friday	2015-04-10 17:10:00	2015-04-10 17:40:00
Docker is an open source, lightweight, virtualized environment for portable applications. With all the buzz it has attracted, it can be hard to figure out exactly what Docker is and what it can do for you. This talk will cover the fundamentals of Docker, why it’s making waves, and how it might be a useful addition to your platform. Specifically, this talk will cover:  What Docker is (and what it isn’t) compared to other application deployment techniques The fundamental technical features that distinguish Docker from traditional Virtual Machines (VMs) or other containerization techniques The basic concepts of Docker (e.g. containers vs. images, Docker Engine vs. Docker Hub) Some practical applications of Docker and how it is used in production A sample Docker development workflow using a Flask app A little Docker history and some predictions about how Docker could affect computing in the future Things to consider when evaluating Docker for use in your organization  The target audience for this talk is developers with some experience deploying and managing applications who are curious about Docker and how it could benefit their work. Attendees new to Python are welcome, but they will benefit most from this talk if they also have experience deploying software applications in some other language.	Andrew T. Baker	Systems Administration	Docker was one of last year’s most talked about open source projects - but what is it? And what does it mean for deploying applications? This talk will explain what Docker is and where it fits in with other deployment techniques. Attendees will learn the fundamentals of Docker, see some practical examples of how Docker is used, and consider if Docker could be a useful addition to their platform.	Novice	Demystifying Docker	Saturday	2015-04-11 12:10:00	2015-04-11 12:40:00
Real-time webapps may be all the rage with NodeJS, but you can write them in Python too. Underneath a real-time webapp lies a technology called WebSockets, part of the HTML 5 spec. This talk takes a deep dive into WebSockets and how this TCP-based protocol works on the client- and server-side, using Python networking tools to see what actually goes over the wire. We'll also talk about protocol details you're sure to run into deploying a WebSockets app in production, like connection upgrading and gracefully falling back to older technologies when clients don't support WebSockets. All this networking and protocol talk may sound dry, but don't worry, I'll make it fun. :)	Christine Spang	Web Frameworks	"HTML5 WebSockets power the real-time web. Come take a deep dive into how they
work, from the big picture down to what goes over the wire, including insight
into the performance benefits of the protocol, via a real-world example of how
WebSockets are implemented client- and server-side in Python."	Intermediate	WebSockets from the Wire Up	Sunday	2015-04-12 13:50:00	2015-04-12 14:20:00
In this tutorial, I will show you how you can use data to construct networks for data analysis.  The goal is to demystify graph analytics and mining, and make it accessible to the general programmer. Starting with understanding a toy data set as an anchor, we will go through:  graph basics (nodes + edges, list and matrix representations),  modelling problems as graphs, preprocessing data using Pandas, importing data using NetworkX, how to compute basic statistics of the network generating visualizations using matplotlib, finding hubs, paths and clusters in the data, (if time permits) random graphs for statistical inference  IPython notebooks and data files will be distributed beforehand on Github to facilitate code distribution. As good pedagogical practice, we will have lots of guided hands-on time, and about 30 min to 1 hour of unstructured “free hacking time” to explore a bike sharing data set (with suggested questions) in small groups of your choice of size. You will also share your IPython notebooks via Github. After the hacking time, we will showcase a select number of analyses.	Eric Ma	Science	Have you ever wondered about how those data scientists at Facebook and LinkedIn make friend recommendations? Or how epidemiologists track down patient zero in an outbreak? If so, then this tutorial is for you. Here, we will explore a bike sharing data set as a way to understand the kinds of problems that can be solved using graph analytics.	Intermediate	Practical Graph/Network Analysis Made Simple	Wednesday	2015-04-08 09:00:00	2015-04-08 12:20:00
TLS is the most widely used protocol for securing TCP connections. We start with the history of TLS and an overview of its features. The core of the talk is devoted to describing how TLS provides two fundamental security properties: confidentiality and authentication. We discuss the use of X.509 certificates as well as the numerous ciphers and cryptographic algorithms TLS supports. Along the way, we see how TLS support in the Python standard library has improved dramatically in the last year and how to properly use it.	Benjamin Peterson	Security	TLS is the industry standard for secure networking. This talk will give an overview of the TLS protocol and demonstrate how to create secure connections with the standard library's ssl module.	Intermediate	A Dive into TLS	Friday	2015-04-10 12:10:00	2015-04-10 12:40:00
Machine learning is a huge part of modern computing - from Facebook auto-tagging, spam rejection, and Google searches to robotic cars, predictive healthcare, and phones that can warn you about traffic jams before leaving work, machine learning is everywhere. These tools enhance our lives, and understanding what machine learning can (and can't) do is crucial to modern software development. Thanks to the amazing Python ecosystem, it is not necessary to have deep knowledge of the mathematical techniques and statistics behind machine learning in order to use these algorithms in your daily work or hobby projects. Libraries like pandas, scikit-learn, gensim, and Theano help developers build projects that were previously impossible, and these applications empower our users and can make fundamental improvements to daily life. This talk will show you the why, what, and how of machine learning in Python.	Kyle Kastner	Education	Machine learning is a crucial part of modern software development. Libraries like pandas, scikit-learn, gensim, and Theano help developers build projects that were previously impossible, and these applications empower our users and can make fundamental improvements in daily life. This talk will show you the why, what, and how of machine learning in Python.	Intermediate	Machine Learning 101	Friday	2015-04-10 10:50:00	2015-04-10 11:20:00
Beginning programmers: welcome to PyCon! Jumpstart your Python and programming careers with this 3-hour interactive tutorial. By the end, you'll have hands-on exposure to many core programming concepts, be able to write useful Python programs, and have a roadmap for continuing to learn and practice programming in Python. This tutorial assumes no prior programming experience. We'll cover:  Python as a calculator Basic data types Interactive programs: input and output Making choices: booleans and flow control Lists and iteration Functions  We'll also practice writing Python scripts, see demos of cool Python applications, and take a quick tour of popular Python libraries. By the end of this tutorial, you'll have the background and context to learn a lot more as you go through the rest of PyCon. You'll also be in great shape to continue learning Python through longer-form resources and start working on your own Python projects.	Dana Bauer	Python Core (language, stdlib, etc.)	Beginning programmers: welcome to PyCon! Jumpstart your Python and programming careers with this 3-hour interactive tutorial. By the end, you'll have hands-on exposure to many core programming concepts, be able to write useful Python programs, and have a roadmap for continuing to learn and practice programming in Python. This class assumes no prior programming experience.	Novice	A hands-on introduction to Python for beginning programmers	Wednesday	2015-04-08 09:00:00	2015-04-08 12:20:00
Every web framework out there comes with an ORM, but should you actually use it? An ORM makes it super easy to get up and running really quickly, but maintainers of growing database-backed applications almost always run into performance problems down the road. When this happens, what do you do? This talk's goal is to show you what actually happens under the hood when you make a query in an ORM like SQLAlchemy, and, by giving you the power to de-mask which SQL queries are being executed, build your intuition for when to use caution with an ORM. Sometimes, like in schema migrations, you may even want to just hand-craft the raw SQL yourself. This talk is based off of real-world examples learned while building Inbox, which is available free and open source, so you'll be able to take a look at the results of these lessons and how the codebase has evolved to become more performant.	Christine Spang	Databases	Database ORMs make it really convenient to pythonically query a database, but it's difficult to decide when to use them and when not to---and what the alternatives are. In this talk you'll learn strategies for deciding when and where to use an ORM, when to be cautious, and how to tell that you're doing the right thing, drawn from real-world lessons learned building the Inbox email platform.	Intermediate	To ORM or not to ORM	Saturday	2015-04-11 14:35:00	2015-04-11 15:05:00
"Everyone who has to deal with data eventually has to deal with messy data. This task often takes over 50% of the effort yet is often billed as ""not the meat of the work"" and no one gets trained in it. Government data consumers, social scientists, other scientists, and even you, dear data consumer, might like this talk! You'll learn how to tackle day to day data cleaning. Spotting issues with data, dealing with missing data and merging datasets are among the topics. I'll mention the deep, dark parts of pandas that help specifically with different types of cleaning, go over some lesser known but neat libraries and tools like Sunlight Labs' jellyfish, messytables, chardet, etc. I'll mention some thoughts on data collection, and finally go over a demo of cleaning a real life dataset!"	Mali Akmanalp	Python Libraries	Have you ever viscerally hated a dataset? Do you want to just get data cleaning out of the way? Are you always left wondering how it consumes most of your time? Whether you work in the sciences, work with government data or scrape websites, data cleaning is a necessary evil. We'll share our woes and check out state of the art in day to day data cleaning tools and strategies.	Intermediate	Other people's messy data (and how not to hate it!)	Saturday	2015-04-11 13:55:00	2015-04-11 14:25:00
Full WSGI web application deployments involve a complicated collection of software tools that can be difficult for new developers to wrap their heads around. This talk is based on content laid out on the Full Stack Python which allows readers to navigate content in the order they choose. With this talk the audience similarly chooses the topics based on real-time text message and email voting. We'll start with an overview of a typical WSGI deployment shown below.  After explaining the components of web deployments and how they fit together, we will dive into five advanced deployment topics with 5-7 minutes of content per section. These topics include  hardening your web application against hackers  improving performance as web traffic scales up tracking bugs and aggregating issues with logging analyzing web traffic to better understand your users scaling a development team to produce more features implementing caching to minimize database access automating deployments with configuration management tools handling jobs asynchronously with task queues sending email via SMTP and external web APIs  All topics above are prepared for this talk but only the ones chosen based on the audience's selections during the decision points screens will be covered. The decision points where the audience texts in will look something like the following screenshot. We will also incorporate voting by email address so those without cell phone service can also join in on choosing the path through the story. 	Matt Makai,Kate Heddleston	Web Frameworks	From servers and proxies to configuration management, the Web Server Gateway Interface (WSGI) deployment ecosystem is complicated for new developers. This choose your own adventure talk contains decision points for the audience to choose topics via text and email votes. Each choice leads down a separate path to explain different confusing WSGI subjects. Bring your phone or laptop to participate!	Intermediate	Choose Your Own WSGI Deployment Adventure	Saturday	2015-04-11 16:15:00	2015-04-11 17:00:00
This tutorial provides the big-picture view the documentation lacks. Though you will get your hands on many of ES's features, we won't waste your time slogging page by page through the reference manual—you can look up specific corner cases any time. Instead, we will give you the mental framework to organize—and even predict—the specifics. Without assuming you know anything about Lucene, we will pull back the curtain to explore the data structures used for indexing, the algorithms that make faceting so fast, and the tradeoffs involved in replication and sharding. From these fundamentals, you will be able to deduce how to make your own use cases efficient. You will also see how far ES can be stretched, applying some clever Python preprocessing to do things like trigram-accelerated regex matching. Finally, you will learn to avoid the mistakes we made, both in design and deployment, so you can build a stable cluster that needs no babysitting.	Erik Rose	Databases	Elasticsearch provides a powerful combination of clustered full-text search, synonyms, faceting, and geographic math, but there's a big gap between its documentation and real life. We'll work through hands-on examples, tell war stories yielding hard-won lessons, and show what happens behind the scenes, equipping you to slither smoothly into using Elasticsearch in your own projects.	Intermediate	Slithering Into Elasticsearch	Thursday	2015-04-09 13:20:00	2015-04-09 16:40:00
Social app development challenges us to code for users’ personal world. Users are giving push-back to ill-fitted assumptions about their own identity — name, gender, sexual orientation, important relationships, and many other attributes that are individually meaningful. How can we balance users’ realities with an app’s business requirements? Facebook, Google+, and others are struggling with these questions. Resilient approaches arise from an app’s own foundation. Discover how our earliest choices influence codebase, UX, and development itself. Learn how we can use that knowledge to both inspire the people who use our apps, and to generate the data that we need as developers.	Carina C. Zona	Best Practices & Patterns	Development challenges us to code for users’ personal world. Users give push-back to ill-fitted assumptions about their own name, gender, sexual orientation, important relationships, & other attributes that are individually meaningful. We'll explore how to develop software that brings real world into focus & that allows individuals to authentically reflect their personhood & physical world.	Novice	Schemas for the Real World	Saturday	2015-04-11 15:15:00	2015-04-11 16:00:00
Virtually all software systems have security issues. They affect teams of every experience level and systems at every scale, and their effects can be anywhere from minute to disastrous. After all: we know that in most fields, striving for zero defects is simply unrealistic; if you accept that some of those defects affect security, striving for zero security issues is unrealistic as well. Like all other bugs, saying that they are unavoidable doesn't absolve us from responsibility. We still ought to limit them, both in number and in impact. While we have many tools for limiting generic defects, we don't have much in terms of a rigorous approach to handling security problems. This is partially because the tools we have don't necessarily apply.  Additionally, as an industry, we have historically not given information security the attention it deserves. This is the case from many different angles, including engineering, business, and education. As more and more serious breaches of security become publicly visible, information security is increasingly on everyone's mind. Put together, this means that while we ought to be taking these problems seriously, we systematically don't -- and, even when we do, we're ill-equipped to do so. This talk deals with that problem.	lvh	Security	How do you build secure software? Why do we see bad security track records in projects that otherwise seem to tick all the right engineering boxes? Why is communicating about security issues so painful? More importantly: how can we do all of these things better?	Novice	Building secure systems	Friday	2015-04-10 10:50:00	2015-04-10 11:20:00
Knowing that your application is up and running is great.  However in order to make informed decisions about the future, you also need to know in what state your application currently is and how its state is developing over time. This talk combines two topics that are usually discussed separately. However I do believe that they have a lot of overlap and ultimately a similar goal: giving you vital insights about your system in production. We'll have a look at their commonalities, differences, popular tools, and how to apply everything in your own systems while avoiding some common pitfalls.	Hynek Schlawack	Best Practices & Patterns	Your Python server applications are running but you’re wondering what they are doing?  Your only clue about their current state is the server load?  Let’s have stroll through the landscape of logging and metrics so you’ll find the perfect fit for your use cases!	Intermediate	Beyond grep: Practical Logging and Metrics	Sunday	2015-04-12 13:10:00	2015-04-12 13:40:00
"After attending this tutorial, attendees will gain general knowledge, being able to:   Explain the difference between cross-site scripting and cross-site request forgery, and understand at least one way abuse each.   Describe the use of cookies in web applications and how they relate to security.   Identify authorization bugs in web applications, and name programming patterns that avoid authorization bugs.   Understand how to think like a attacker, by practicing being one.   They will be able to perform and explain specific attacks as well, such as:   Taking advantage of subdomains to steal cookies, and how to use a stolen cookie to impersonate another user.   Abusing file uploads to defeat security protections within a web app.   Abusing a Django SECRET_KEY to steal a fellow user's account.   Leveraging the ""pickle"" module to run chosen code in the context of someone else's web app.   Attendees will leave the tutorial with an appreciation of the importance of security and practical experience that enables further study."	Asheesh Laroia,Jacky Chang,Nicole Zuckerman	Security	"Web application security can be an intimidating discipline, yet it can be of supreme importance for the people who use the things we build.

In this tutorial, you'll learn about essential topics in web security, and you will gain hands-on practice identifying and leveraging vulnerabilities in a Python-based web app. For each issue, we will cover how your code can stay on the side of safety."	Intermediate	Getting comfortable with web security: A hands-on session	Thursday	2015-04-09 09:00:00	2015-04-09 12:20:00
Spark is a distributed computing (big data) framework, considered by many as the successor to Hadoop. You can write Spark programs in Java, Scala or Python. Spark uses a functional approach, similar to Hadoop’s Map-Reduce.  In this tutorial we will cover the basics of writing spark programs in python (initially from the pyspark shell, later with independent applications). We will also discuss some of the theory behind spark, and some performance considerations when using spark in a cluster.	Orlando Karam	Other	In this tutorial we will cover the basics of writing spark programs in python (initially from the pyspark shell, later with independent applications). We will also discuss some of the theory behind spark, and some performance considerations when using spark in a cluster.	Intermediate	Introduction to Spark with python	Thursday	2015-04-09 09:00:00	2015-04-09 12:20:00
"Are you considering incorporating React.js into your existing Python web application?  React.js is an open-sourced library by Facebook, and described as ""A JavaScript library for building user interfaces."" In my talk I will dive into React.js and explain how React completely changes the front-end development.  A few points I will cover include:  how React's Virtual DOM makes UI rendering fast how to think of UI as composable React components instead of templates how React's one-way data flow makes state management simpler  Then, I will show how to make a simple single page application with Python back-end and React.js front-end. Hopefully, I can demonstrate why using React.js can help you write a more maintainable front-end code."	Moon Limb	Web Frameworks	Are you a Python web developer who is curious in learning about React.js?  I will demonstrate how to incorporate React.js into an existing Python web application. Along the way, I will explain some cool features of React.js, and how using it can help you write more maintainable front-end code.	Intermediate	Seasoning Python Web Applications with React.js	Sunday	2015-04-12 14:30:00	2015-04-12 15:00:00
This talk explains the basics of what happens when you start a Python interpreter from a command prompt. It covers the following topics:  What a process ID is. What it means to forking a subprocess, and what environment variables are. How $PATH affects what your shell does. The underlying meaning of shell quoting. The difference between three ways to exit Python: exit(), ^C, and ^D. 	Philip James,Asheesh Laroia	Systems Administration	"This talk discusses how the Python interpreter starts, from the perspective of the operating system (OS). Together, we will see the ins & outs of processes: fork(), exec(), stdin, and stdout.

It focuses on OS concepts and requires no background knowledge, using analogies to Python data structures. (The talk does not discuss Python’s own initialization, such as site.py or global variables.)"	Intermediate	Type python, press enter. What happens?	Saturday	2015-04-11 11:30:00	2015-04-11 12:00:00
Docker is an open source, lightweight, virtualized environment for portable applications. With all the buzz it has attracted, it can be hard to figure out exactly what Docker is and what it can do for you. This tutorial will teach you the fundamentals of Docker, why it’s making waves, and how it might be a useful addition to your platform. In this session you will:  Learn the basics of working with Docker containers and images Create your own Docker images Learn how to “dockerize” a sample Flask application Publish to the Docker Hub (the GitHub of Docker) Use Fig to manage multiple Docker containers at once Learn about deploying to one of the new Docker-specific cloud hosting services  Students will spend most of this session getting their hands dirty in a series of exercises, which are introduced with some brief presentations. The exercises will be mostly self-paced, though students are encouraged to seek help from the instructor or their neighbors if they need it. The session is loosely based off O’Reilly’s “Introduction to Docker” video tutorial. A Vagrantfile and Ansible playbook will be available to help students work locally. Fully provisioned cloud servers will be provided for students who don’t want to set up local development environments.	Andrew T. Baker	Systems Administration	Docker was one of last year’s most talked about open source projects - but what is it? And what does it mean for deploying applications? This tutorial will explain what Docker is and where it fits in with other deployment and configuration management tools. Students will then learn the basics of working with Docker containers, how to “dockerize” their Python apps, and some emerging best practices.	Novice	Docker 101: Introduction to Docker	Wednesday	2015-04-08 09:00:00	2015-04-08 12:20:00
We often write code with bugs. They're usually shallow, simple things, but sometimes they're incredibly complex and take hours (or more) of our time to pinpoint their causes. This talk explores these types of bugs, what type of code or environmental factors makes them so hard to track down. What tooling can make it easier to expose their cause, and what techniques can we use to better model these problems and increase our understanding earlier in the process. Using real world examples of hard problems, I'll show how these techniques have debugged problems such as:  posix_spawn calls mysteriously failing to start a new process Every few minutes a giant request spike to a website A failure to make an HTTPS request to some websites 	Alex Gaynor	Best Practices & Patterns	Sometimes your programs have bugs. Often they're shallow things, simple AttributeErrors or TypeErrors. Sometimes they're large, complex, and nearly impossible to debug. This talk explores techniques for figuring these out.	Intermediate	Techniques for Debugging Hard Problems	Saturday	2015-04-11 16:30:00	2015-04-11 17:00:00
"This is an introduction to the (relatively) new asyncio module that arrived in the standard library of Python 3.4. The documentation states that asyncio,  ""...provides infrastructure for writing single-threaded concurrent code using coroutines, multiplexing I/O access over sockets and other resources, running network clients and servers, and other related primitives.""   While we probably all understand much of the theoretical terminology in this definition, I intend to explore and illustrate what this means in practice (with examples from a real-world networked application I have written using asyncio). To this end, I will assume no previous knowledge of asyncio and present:  A description of the problem asyncio helps to solve; An introduction to core asyncio concepts such as the event loop, co-routines, futures and network abstractions; A description of how such concepts fit together; The story of how I rewrote my distributed hash table library with asyncio (from Twisted); Examples of real-world asyncio development: unit-testing, what's easy, what's hard, when shouldn't you use asyncio? Where to find out more.  By the end of this introductory talk I hope you will have a desire to learn more about asyncio and perhaps give it a try in your own projects."	Nicholas Tollervey	Python Libraries	"This talk introduces the asyncio module. I'll cover what it's for, how it works and describe how I used it to write a real-world networked application (a distributed hash table).
We'll explore the event loop, co-routines, futures and networking with examples from my code.
This won't be an exhaustive exposition. Rather, attendees will grasp enough of asyncio to continue with their own studies."	Novice	"Lessons learned with asyncio (""Look ma, I wrote a distributed hash table!"")"	Saturday	2015-04-11 17:10:00	2015-04-11 17:40:00
HTTP is the most successful application-layer network protocol of all time. The vast majority of network traffic today is either transmitted using HTTP or by protocols associated with it. It is ubiquitous: so much so that the 'world wide web', the network of systems that speak HTTP, is for many people totally synonymous with the Internet. In part because of its success, HTTP is also quite old. The current revision, HTTP/1.1, was originally standardised in 1999. This was an era in computing quite unlike the current one. For perspective, Napster was originally released in 1999, and Google was only one year old. The web was totally unlike what we have now: pages were small and carried relatively little non-textual data, computers were relatively weak, and the mobile data plan was unheard of. HTTP/1.1 was designed for a world that no longer exists. We need an update. HTTP/2: A New Era Into this void stepped the Internet Engineering Task Force. In 2012, the HTTPBis Working Group of the IETF, tasked with ensuring that HTTP continues to grow, began discussing a new version of the protocol. Now, three years later, HTTP/2 is the end result. It's a protocol with a unique position in the history of computer networks. Its goal: to bring the web into the 21st century, without breaking anything that already worked. These two competing goals make HTTP/2 an intriguing entry in the catalogue of network protocols. The final standard was delivered early in 2015, and with the delivery of this standard will come a flurry of activity as web developers and consumers get used to the new tool driving the web. Work will begin on subsidiary standards like WSGI and WebSockets, and developers will start finding new ways to push the web ever-faster. It's an exciting time. This Talk This talk will cover HTTP/2 at a high level. We'll talk about how we got here. We'll talk about the problems of HTTP/1.1, and how HTTP/2 aims to address them. We'll talk about the ways in which HTTP/2 is imperfect, and how those imperfections came to be. And finally, we'll talk about how you can get started using HTTP/2 with your Python code, giving you a head start on this exciting new protocol.	Cory Benfield	Other	The internet has spoken, HTTP is to get its first serious update in 15 years. In this talk we'll discuss what HTTP/2 is, why it's happening, and how it's going to affect you and everyone you love. We'll briefly talk about how you can get started with HTTP/2, and some interesting projects associated with it, including Hyper, the first Python HTTP/2 library.	Novice	Hyperactive: HTTP/2 and Python	Friday	2015-04-10 12:10:00	2015-04-10 12:40:00
Porting Python 2 code to work with Python 2 & 3 without a constant 2to3 translation step is not hard anymore. With tools such as python-modernize or futurize, the mundane details are taken care of for you (e.g. syntactic changes). That leaves only high-level API choices as the roadblock to porting and a couple of gotchas to look out for (e.g. what APIs should accept bytes vs. strings). And with 2to3 out of the picture it makes development much faster. Toss in linting tools such as Pylint and you can make sure that once you make your changes that you don't accidentally regress. Add constant integration testing through tools like Tox once you can use Python 3 and your Python 3 support will become negligible to maintain. There is even tools now like caniusepython3 which help let you know when your project's dependencies have made the switch.	Brett Cannon	Best Practices & Patterns	You know Python 3 is an improvement over Python 2 and you want to use it. Unfortunately you have legacy Python 2 source code that needs to stay compatible. But don't fret! This talk will show you that you can make your code be Python 2/3 source-compatible using various tools to pick up the nitty-gritty work and help modernize your Python code to newer Python 2 practices.	Intermediate	How to make your code Python 2/3 compatible	Friday	2015-04-10 13:55:00	2015-04-10 14:25:00
"When faced with a new or complicated code base, ""Finding your groove"" can feel like the sound of fingernails on a chalkboard or a toddler banging on pots and pans. It's often frustrating and headache inducing to hear jargon filled talks, like generator blah blah stdlib blah venv blah calloc blah Rietveld blah rebase blah deprecate. Can't I just bury my head in a quilt of old PyCon t-shirts and hibernate until CPython 42.0 is released?  The famous bridge keeper scene from Monty Python helps guide us: What is your name?     Sir Doc-a-lot of Test-a-lot  What music do you like?     Jazz  What is your quest?     To find the holy CPython commit.  Seriously, the path over the bridge to contributing and productivity in CPython can be crossed.  Yes, there's a way to make sense of CPython with confidence and productivity. How? Let jazz music guide you to:  commit jump into it find a rhythm improvise celebrate  This talk will help break down the complex and sometimes cloudy process of contributing to CPython (or your favorite codebase) by helping you:  demystify the CPython contribution process; find quality resources and help; identify a suitable issue to work on; master the non-linear contribution process; succeed as a contributor.  You will leave this talk with concrete resources to get started, to consult as your experience grows, and to pass along to others in your travels."	Carol Willing	Python Core (language, stdlib, etc.)	Do you hear a jumble of jargony noise when reading Python mailing lists? Do you silently edit your dotfiles and playlists to avoid asking questions on IRC? Come see how Jazz can help you understand and contribute to Python. While both seem vast and complex, they build on simple concepts. By mixing art, knowledge, and improv, you can find your CPython contribution groove and enjoy cool cats' music.	Intermediate	Finding Your Groove: Contributing to CPython and Beyond	Saturday	2015-04-11 11:30:00	2015-04-11 12:00:00
Shakespeare is the greatest writer in the English language. But what makes him perfect for an illustration of what Python can do with text? Simple: he’s already been extensively marked up in XML, so we can jump right into the good stuff. While we’ll be mostly using Shakespeare in this talk, we’ll make sure to see how our techniques can easily apply to other sorts of texts, like tweets or newspaper articles. After a brief conversation about the usefulness of metadata, the talk will concern itself with two main sections: classification and informational entropy. First, we’ll explore how to find distinguishing features between kinds of texts and to use this data to classify other texts. For entropy--which is roughly a measure of randomness--we’ll look at unexpected, and therefore information-rich, parts of Shakespeare’s works.	Adam Palay	Best Practices & Patterns	This talk will give an introduction to text analysis with Python by asking some questions about Shakespeare and discussing the quantitative methods that will go in to answering them. While we’ll use Shakespeare to illustrate our methodologies, we’ll also discuss how they can be ported over into more 21st century texts, like tweets or New York Times articles.	Novice	"""Words, words, words"": Reading Shakespeare with Python"	Friday	2015-04-10 11:30:00	2015-04-10 12:00:00
