abstract	author	category	desc	level	title	weekday	start_dt	end_dt
Abstract This project demonstrates the wide versatility of the python programming language in a distributed system in which low-level code is required to interact with hardware components, and high-level code is preferable where development time and deployability are important factors. The entire blimp project consists of:  Wireless Remote Client application and GUI Autopilot Algorithm Live Video Feed Using OpenCV Hardware Integration Canon Camera Software Development Kit Roboard RB-110 XBEE RF Modules Accelerometer, voltage sensor, compass, GPS Django application to distribute and manage photos using EXIF data 	Scott Lobdell	Other	This talk documents the journey of a less than conventional robotics application in which python is used as the logical controller of an autonomous 20 foot blimp.  The blimp's autopilot features, prolonged air time, large size, and smooth motion make it the ideal platform for aerial photography.  Giving the blimp an onboard controller reduces the overall costs and requirements of the operation.	Intermediate	Programming an Autonomous 20 Foot Blimp with Python	Saturday	2014-04-12 17:10:00	2014-04-12 17:40:00
‘So You Want to Build an API’ is the talk for impressionable programmers who’ve used APIs but may have been hesitant to build them into their own applications, until now! Beginning with best practices and design patterns of a RESTful API, we will lead into a tutorial style talk that will guide the audience through the process of creating an API from scratch. You will learn how quick, easy and painless this process is with the help of our favorite language, Python and the     lightweight framework Flask.	Megan Speir	Best Practices & Patterns	You might know what an API is. Maybe you've even implemented a handful of popular APIs out there, but you are thinking about building your own and don’t know where to start. This talk will show you how easy it is to build an API into your project using Python and Flask. We’ll also discuss best practices and design patterns for great APIs.	Novice	So You Want to Build an API?	Saturday	2014-04-12 11:30:00	2014-04-12 12:00:00
"This talk broadly has two parts: things people think make Python slow, and why those aren't true. And common practices people have in their code (often under the guise of ""writing idiomatic Python"") which do lead to slow performance. This talk attacks the notion that things like dynamic typing, boxing, and GC make Python slow. And instead lays the blame at our feet, at the code we write, the way we write code differently from programmers in other languages. You'll leave this talk with a better understanding of how the code you write affects the performance of your applications."	Alex Gaynor	Best Practices & Patterns	"The common wisdom is that Python is slow. And yet people run high performance
software on it. It's hard to make Python fast, and yet there are incredibly
high performance Python VMs. This talk breaks down the facts and the myths
of Python performance."	Intermediate	Fast Python, Slow Python	Saturday	2014-04-12 16:30:00	2014-04-12 17:00:00
Flask is a small and easy to use, yet fully featured open source web framework written in Python. Its code is concise and well written, you can read it all and understand it. In this session you will learn the Flask way by watching me build a complete application in front of your eyes. Some of the topics included in this tutorial are:  Single-file applications Multi-file structure for larger applications Templates Web forms Databases User Authentication Administration Panel Social features (followers, timeline pages) Ajax and RESTful APIs Deployment options  In addition to the Flask core modules (Flask itself, Jinja 2 template engine, Werkzeug) you will learn how to use a number of Flask extensions such as:  Flask-WTF for web form handling Flask-SQLAlchemy for database management Flask-Login for user authentication Flask-Bootstrap for CSS styling Flask-RESTful for APIs 	Miguel Grinberg	Web Frameworks	"Flask is a web framework for Python based on Werkzeug, Jinja 2 and good intentions. It is considered a micro-framework, but don't get the ""micro"" part fool you; Flask can do everything others can do, many times in a simpler, leaner way.  In this tutorial session you will follow me as I write a complete web application in front of your eyes using the core framework and a handful of extensions."	Intermediate	Flask by Example	Thursday	2014-04-10 09:00:00	2014-04-10 12:20:00
Long gone are the days of simple websites -- what were once simple CGI or PHP scripts are now an amalgamation of Python packages, databases, caching layers, and task queues.  The cognitive load of all these different technologies strains even the most seasoned Python developer, encouraging bad practices that may end in disaster (or downtime).  Configuration management tools allow you to treat your infrastructure as code: it can be revision-controlled, packaged, and reused.  While Python-based configuration management tools are nascent, they still lack the maturity and features provided by the Ruby-based solutions like Puppet and Chef.  Unfortunately, these tools present a steep learning curve to Python developers unfamiliar with the dark arts of server administration, virtualization, and Ruby. Puppet provides a DSL for expressing system configuration that is popular among system administrators and developers.  Puppet modules are containers for related configuration code, and are combined for the specific needs of your application.   This presentation shows the Python developer best practices when using, writing, and testing Puppet modules.  Moreover, releases from the Puppet Forge (a PyPI for modules) are recommended for managing Python, popular web servers, databases, and web frameworks.	Justin Bronn	Systems Administration	"Puppet modules provide reusable operations (""ops"") code in a manner analogous to Django apps.  This talk explores the Puppet ecosystem through the eyes of a typical Python developer, and demonstrates how to use Puppet modules effectively to deploy and secure Python web applications."	Intermediate	Puppet Modules: Apps for Ops	Friday	2014-04-11 14:35:00	2014-04-11 15:05:00
Machine learning is the branch of computer science concerned with the development of algorithms to which can learn from previously-seen data in order to make predictions about future data.  It has become an important aspect of work in a variety of applications: from optimization of web searches, to financial forecasts, to studies of the nature of the Universe. This tutorial will give an hands-on experience on  some more advanced aspects of applied machine learning with the scikit-learn package.  In particular we will focus on text processing, out-of-core learning and distributed model fitting, selection and ensembling.	Olivier Grisel,Jake Vanderplas	Science	This tutorial session is an hands-on workshop on applied Machine Learning with the scikit-learn library. We will dive deeper into scikit-learn model evaluation and automated parameter tuning.  We will also study how to scale text classification models for sentiment analysis or spam detection and use IPython.parallel to leverage multi-CPU or ad-hoc cloud clusters.	Intermediate	Diving deeper into  Machine Learning with Scikit-learn	Wednesday	2014-04-09 13:20:00	2014-04-09 16:40:00
Twisted is an event-driven networking library.  The problem that Twisted is trying to solve is dealing with networking events in Python.  Without Twisted, software would have to interact with sockets and deal with the fact that the results of networking operations are not immediately available.   Twisted provides mechanisms so that software does not have to interpret socket operations and does not have to block while a network operation is in progress.  This means that software can operate at a conceptually higher level of networking and can operate with a high degree of concurrency. Twisted provides some basic abstractions upon which it builds ands offers many options.  The reactor is an event loop which monitors sockets and calls back into higher level Python code when events occur.   Above the socket level, Twisted makes a distinction between transports and protocols.  A transport represents a connection over which bytes are transported such as TCP connections or UNIX pipes.  A protocol represents a networking protocol such as HTTP or SMTP.  Protocols are paired with transports but by separating the concerns, Twisted makes it easy to mix and match.  Protocol factories are used to create protocols when new connections are established.  Deferreds are a mechanism to specify what should happen in the future when an event occurs. Upon these basic abstractions, Twisted has built a large library of code for a wide range of networking protocols.  Twisted provides working implementations of many things such as HTTP, SMTP, POP, IMAP, FTP, IRC, SSH, DNS servers and clients.   They can be used as the basis for further specialized applications or they can be run as standalone applications with the twistd utility.	Stacey Sern	Python Libraries	Twisted is an event-driven, networking library.  This talk aims to explain what that means and give an overview of some of the main Twisted concepts.  It will also describe some of the functionality that Twisted offers out of the box.	Novice	An Introduction to Twisted	Friday	2014-04-11 13:55:00	2014-04-11 14:25:00
Yelp had a problem: how to process a mountain of logs in a distributed, fault-tolerant way.  Sounds like a perfect fit for Hadoop, right?  Just one problem: we love Python and wanted to use its conciseness and power, not to mention existing libraries and business logic, to analyze our data.  So we wrote mrjob, which tries to combine the best of the Hadoop and Python worlds.  With mrjob you can easily write MapReduce jobs in native Python, which can be executed via Hadoop Streaming on in-house Hadoop clusters or services like Amazon’s Elastic MapReduce. This tutorial will start with a brief introduction to the MapReduce paradigm.  What are the trade-offs this approach provides?  By giving up global state and variables, MapReduce buys you scalability and fault tolerance. Then we will cover an example: counting user activity in a log.  We will walk through a simple mrjob program, then ask participants to tweak the code to achieve different outputs.  mrjob has the option of running locally, so setup will be simple and attendees can focus on learning the framework instead of messing with cluster configurations. Next we will explain how to use mrjob to analyze more complex data using the Yelp dataset.  We’ll introduce some data science concepts, such as user-user similarity, and show how to calculate these metrics in mrjob.  Again, participants will be asked to extend the example to improve its sophistication. Finally, we will demonstrate how to deploy mrjob to a production cluster using Amazon’s Elastic MapReduce service.  Participants will walk away with the ability to deploy an mrjob based solution in their workplace, from testing, through deployment, to monitoring.	Jim Blomo	Python Libraries	This tutorial will take participants through basic usage of mrjob by writing analytics jobs over Yelp data. mrjob lets you easily write, run, and test distributed batch jobs in Python, on top of Hadoop. Hadoop is a MapReduce platform for processing big data but requires a fair amount of Java boilerplate. mrjob is an open source Python library written by Yelp used to process TBs of data every day.	Intermediate	mrjob: Snakes on a Hadoop	Wednesday	2014-04-09 09:00:00	2014-04-09 12:20:00
" Global memory consumption of the process (RSS memory) Understand reference cycles Generate a picture representing links between objects Use gc.get_objects() and ""manually"" compute the size of objects PEP 445: ""Add new APIs to customize Python memory allocators"" implemented in Python 3.4 Use the pytracemalloc module (PEP 454) to trace memory allocations at their creation Use pyfailmalloc module to inject MemoryError in your application to test how it behaves in low memory condition "	Victor Stinner	Python Core (language, stdlib, etc.)	Memory leaks in Python cannot be analyzed with traditional tools because Python uses reference counters. I will present tools specific to Python to help you to localize your memory leaks.	Intermediate	Track memory leaks in Python	Saturday	2014-04-12 10:50:00	2014-04-12 11:20:00
Have you ever wondered which rapper is the most sexist? Come learn how to find out by scraping rapgenius and analyzing rap lyrics using Python with libraries like pattern and Beautiful Soup! We'll cover how to get a large corpus of rap lyrics to analyze, how to scrape the lyrics out of a web page, look at the incidence of certain words in the data stream, and then see how well this works as a sexism metric. Programmers will leave knowing how to tackle an interesting real-world data scraping and analysis problem using novel data.	Julie Lavoie	Other	Have you ever wondered which rapper is the most sexist? Come learn how to find out by scraping rapgenius and analyzing rap lyrics using Python with libraries like pattern and Beautiful Soup! There will be pictures of Lil' Jon.	Novice	Analyzing Rap Lyrics with Python	Saturday	2014-04-12 12:10:00	2014-04-12 12:40:00
Most of us think that a REST API is all you will ever need to support mobile clients with your Python service. But in many cases adding Push Notifications will open the door to a whole host of new information flows you might have been previously unaware of.  This talk will introduce you to Push Notifications, how they work, their advantages and disadvantages. We will explore their basic architecture, the ins and outs of Google's and Apple's implementations and how you can harness that power on your Python project. Finally we'll take a look at a couple of Companies that offer solutions to abstract some of the complexities of implementing Push Notifications.	Juan Gomez	Other	This talk will introduce you to Push Notifications, a very powerful way for your Python service to communicate information to mobile devices. You will learn how Push Notifications work, their advantages and disadvantages and how you can implement them on your Python projects.	Novice	REST is not enough: Using Push Notifications to better support your mobile clients	Saturday	2014-04-12 14:35:00	2014-04-12 15:05:00
We talk a lot about the things people can do to get the most out of being a software developer. We talk about testing, design patterns, contributing to open source, and many other topics. All of these things are important, but for some of us there's an important piece of the puzzle being overlooked. It can be hard to focus on your love of coding when you are regularly battling invisible issues like insecurity, anxiety, and lack of confidence. These issues create hurdles that get in the way no matter how much you improve as a software engineer. It is important that we talk about these issues because an unwillingness to admit they're real can make it worse. It makes them feel like the adult version of the monsters under the bed. It's scary and isolating because those around you don't understand or actively deny what you're going through. It's dangerous to go alone! Let's start talking about these issues, so people have the tools and support to fight back. You may have experienced these issues first-hand and need some help. You may want to learn more, so you can help others. This talk is for all of you. I'll identify invisible issues programmers struggle with, talk about their impact, discuss personal experiences dealing with them, and share some tools I found useful in fighting back.	Julie Pagano	Community	It can be hard to focus on your love of coding when you are regularly battling invisible issues like insecurity, anxiety, and lack of confidence. This talk will identify invisible issues programmers struggle with, talk about their impact, discuss personal experiences dealing with them, and share some tools useful in fighting back.	Novice	It's Dangerous to Go Alone: Battling the Invisible Monsters in Tech	Saturday	2014-04-12 17:10:00	2014-04-12 17:40:00
In this tutorial we explain how to download and run your own (zero configuration) web application stack locally on your computer. You will build and leave with a working web application that can serve as a reference for future web work. This tutorial is focused on web development with python, so we will cover the design decisions that are particular to web2py and how they compare with other solutions in the landscape of python based web frameworks. We will pay particular attention to the Model-View-Controller (MVC) fundamentals, static content, and deployment/scaling options. Prerequisite Knowledge How to use a basic plain text editor -- VI, Emacs, Note Pad, GEdit, Kate, nano, Pico, BBEdit, etc. Basic Python -- You should know basic loops, and what a function or callable is. Basic web application use -- Have you ever filled in a web form and clicked submit/go/search/I'm feeling lucky?  Prerequisite Setup Unix-like platforms (*BSD, Linux, Mac OS X, Cygwin, etc...) : installation of python 2.6.x or 2.7.x (not 3.x) Windows (XP, 2000, Vista, 8, 8.1) : nothing Dont' worry about  Being a great (or even good) programmer Knowing more python than you already do Knowing template systems like Jinja, Mako, Cheetah, etc. Knowing any Object Relational Mappers (ORMs) or databases Knowing anything about existing web frameworks Having a favorite editor 	G. Clifford Williams	Web Frameworks	This tutorial teaches basic web development for people who have some experience with HTML. No experience with CSS or JavaScript is required. We will build a basic web application using AJAX, web forms, and a local SQL database.	Novice	0 to 00111100 with web2py	Wednesday	2014-04-09 09:00:00	2014-04-09 12:20:00
"In 2005, I was hired to go look at some source code sitting on a machine in a secret vault with no connection to the outside world.   What I found was 1.5 TBytes (yes, that's Terabytes) of C++ source code sitting on a Windows XP machine locked within a steel cage.    What was it?  What did it do?  Was it complete?   How to make any sense of it?    My instructions were to use Windows Notepad. Sitting in the vault, I opened up a windows command shell and typed ""python"" just for kicks.  It sprung to life with a >>> prompt.  If by some miracle, the machine vendor had used Python for an OEM tool.  It was there!    Now, what does one do with nothing more than Python, Notepad, Windows, and all of that C++ source?  Everything! In this talk, I'll describe what actually happened in the confines of the secret vault.   This will include various software analysis techniques, coding practices, as well as their relation to the  ultimate objectives of the project in the broader context of the legal case.     I'll do some demos in which I turn all of this around and perform some analysis on the Python source code itself."	David Beazley	Other	"So, what happens when you lock a Python programmer in a secret vault containing 1.5 TBytes of C++ source code and no internet connection?  Find out as I describe how I used Python as a secret weapon of ""discovery"" in an epic legal battle."	Novice	Discovering Python	Saturday	2014-04-12 15:15:00	2014-04-12 16:00:00
Using a the example of some cyclist sensor data from Montréal, I'll explain how to  clean up data (fix date formatting issues, remove null values, ...) graph the data scrape weather data from the weather office website and look at the relationship between temperature & cyclists aggregate the data to find out how many people bike on weekdays vs weekends talk about possible directions to take the project (make a model using   scikit-learn) 	Julia Evans	Science	I'll walk you through Python's best tools for getting a grip on  data: IPython Notebook and pandas. I'll show you how to read in data, clean it up, graph it, and draw some conclusions, using some open data about the number of cyclists on Montréal's bike paths as an example.	Novice	Diving into Open Data with IPython Notebook & Pandas	Saturday	2014-04-12 13:55:00	2014-04-12 14:25:00
Building importers that consume other peoples' data can sometimes feel a bit like dumpster-diving. Non-compliant formats, network errors and missing data are just some of the many ways your importer is a ticking time bomb. This talk presents ways to diffuse that bomb, so when the data's broke, you can still be the hero. To help preserve your hero status, we'll be talking about:  Common pitfalls How to structure your importer better The importance of logging & how to manage it Failure cases & how to address them Processing the data  We'll also talk about what tools you can use to help get the job done, how to keep it running fast/light/smooth & a few war-stories of my mistakes laid bare for some good-old public shaming.	Daniel Lindsley	Best Practices & Patterns	Building importers that consume other peoples' data can sometimes feel a bit like dumpster-diving. Non-compliant formats, network errors and missing data are just some of the many ways your importer is a ticking time bomb. This talk presents ways to diffuse that bomb, so when the data's broke, you can still be the hero.	Intermediate	Creating Bomb-Proof Data Importers	Friday	2014-04-11 11:30:00	2014-04-11 12:00:00
I will teach regular expressions by starting with the simple building blocks and moving toward the complex, which will give an understanding of how these various aspects of a well-formed regular expression work together to match (or not match) text. This talk will cover: character classes, repetition, string and word boundaries, and referencing all or part of a match for use later.	Luke Sneeringer	Python Core (language, stdlib, etc.)	Many developers, including quite a few experienced developers, are absolutely confounded by regular expressions. However, regular expressions aren't as difficult as many believe. In this talk, I will teach regular expressions by starting with the simple and moving toward the complex, so that you too can read and write regular expressions like a hero.	Intermediate	Introduction to Regular Expressions	Friday	2014-04-11 10:50:00	2014-04-11 11:20:00
"The age of Python 3 is arriving. With more libraries and frameworks available for Python 3, the interest has increased in seeing ""Is it now safe for me to use it?"" This tutorial is for those ready to give Python 3 web development a try, as well as those interested in Pyramid as a web framework for either Python 3 or 2. (Note: The tutorial works fine under both.) The tutorial starts with an introduction to Pyramid, then has a series of 12 steps, each with hands-on code. The material is authored in Sphinx and available on GitHub, along with the sample code and deep linking to Python and Pyramid related topics."	Paul Everitt	Web Frameworks	Python 3 is upon us! This lively, hands-on tutorial covers a little about a lot, showing Python 3 (and 2) web development using Pyramid, a fast, modern, lightweight web framework. Fun, fast-paced, and most certainly not aimed at experts.	Novice	Python 3/2 Web Development with Pyramid	Wednesday	2014-04-09 13:20:00	2014-04-09 16:40:00
This carefully constructed course will take you from no knowledge of Python to the ability to read and write basic Python. With a unique, fast-paced combination of lecture and lab, the student will quickly cover most of the basic aspects of Python. In addition, attendees will recieve a copy of the slides, a cheatsheet covering the material, and a copy of Treading on Python Volume 1. This course has been given at various conferences and is meant to quickly get you off on the right path to grokking Python. Bring a laptop with Python (2 or 3) installed and a desire to learn the basics.	matt harrison	Python Core (language, stdlib, etc.)	Do you want to dive right into Python? This hands-on tutorial assumes some programming experience (no Python required) and walks you through the basics of the language. Through a carefully crafted series of lectures and assignments you will be thinking like a Pythonista in no time. Bring a laptop with Python (3 or 2), your favorite editor, and a desire to get your hands dirty.	Novice	Hands-on Beginning Python	Thursday	2014-04-10 09:00:00	2014-04-10 12:20:00
"After half a lifetime ""undercover as a man"" I transitioned from male to female while staying involved in the Python community. This talk discusses that transition and explores how I found life in Python as a woman different from my former life as a man. This talk will include a brief discussion of what being transgender means, my experiences as I came to terms with it, and the losses and gains transition entailed. Early on I made the decision to be as open as possible and to stay engaged in the Python community as I  transitioned and I will discuss why I made that decision and the levels of acceptance and support I encountered.  Transition has been wonderfully successful, but that very transition put me in a surprisingly new world. Now being part of not one, but at least 3 groups that are minorities in the Python world gave me a very different view of a community I thought I knew, and pushed me to being an activist (or trouble maker) in spite of myself. I will discuss the experiences that have convinced me that privilege is very much alive and well in the Python world."	Naomi Ceder	Community	"After half a lifetime ""undercover as a man"" I transitioned from male to female while staying involved in the Python community. This talk discusses that transition and explores how I found life in Python as a woman different from my former life as a man."	Novice	Farewell and Welcome Home: Python in Two Genders	Sunday	2014-04-13 13:10:00	2014-04-13 13:40:00
Part 1: What's the problem? We'll start by looking at the problem that import tries to solve: allowing python code in one module access to code in another module.  I'll introduce the idea of a namespace and draw an equivalence between a namespace and a dictionary as an example of a simple lookup table. Part 2: How do we solve it? We'll examine possible ways to allow code from one module to access code in another module.  I'll suggest different strategies and discuss their advantages and disadvantages. I'll show that those design decisions were made in other languages.  For example, we could insert all the code from Module B into Module A at compile-time.  The strengths: easy for the programmer to reason about (and others). The weaknesses: namespace collision and a rigid import system that can't change at runtime (and others).  The analogy: C's #include.  There will be three of these sections, each taking about three minutes to discuss. Part 3: Home to python This section will transition from the last by proposing a solution to code-sharing that mirrors python's actual implementation of import.  We'll discuss strengths and weaknesses of the model.  I will briefly cover the steps of the import process: finding a module and returning a loader; checking in sys.modules for the module object; initializing a new module object, if needed; and executing the module's code object in the context of the new module object just created, if needed. Part 4: An artisan hand-crafted module I will follow the steps required to create a module by hand, without using import.	Allison Kaptur	Python Core (language, stdlib, etc.)	Suppose `import` didn't exist, and we had to invent it from scratch.  We'll look at the problem - code sharing and reuse across modules - and different ways we could solve it.  We'll come up with `import` from parallel universes and then reinvent python's actual implementation.  Finally, we'll import - using python's design - without using the `import` keyword.	Novice	Import-ant Decisions	Friday	2014-04-11 12:10:00	2014-04-11 12:40:00
Predicting the future! scikit-learn is an awesome tool allowing developers with little or no machine learning knowledge to predict the future! Once you've trained your algorithm, one of the first issues you'll tackle is how to deploy it. There are many requirements to take into account when deploying your algorithm in a production environment. Message loss and scalability are two of the bigger issues you'll have to deal with. But how? I'll work through each of the design issues and build an example system for making language predictions using scikit-learn and RabbitMQ. I'll start off by training a scikit-learn model using data from Wikipedia. Next I'll show a simple web UI similar to Google Translate which I'll use to input data into the algorithm. I'll discuss the issue of message loss, and why RabbitMQ is a good fit for solving this problem. I'll write a simple AMQP worker which will wrap the scikit-learn model. I'll review the overall design of the solution.  Finally I'll demo the system in action by predicting the language of some text.  I'll wrap up the talk by covering some other important design decisions that you'll want to consider when deploying this type of solution in a production environment.	Michael Becker	Python Libraries	scikit-learn is an awesome tool allowing developers with little or no machine learning knowledge to predict the future! But once you've trained a scikit-learn algorithm, what now? In this talk, I describe how to deploy a predictive model in a production environment using scikit-learn and RabbitMQ. You'll see a realtime content classification system to demonstrate this design.	Intermediate	Realtime predictive analytics using scikit-learn & RabbitMQ	Friday	2014-04-11 15:15:00	2014-04-11 16:00:00
A decorator is any callable Python object that is used to modify a function, method or class definition. A decorator is passed the original object being defined and returns a modified object, which is then bound to the name in the definition. One would generally expect the result of applying a decorator to an object to be another object which is not readily distinguishable from the original. Naive implementations of decorators do not however preserve introspectability. This can result in callable objects having different names, appearing to have different signatures or not returning the original doc strings. This can cause problems for tools where you want to derive information about the original wrapped object such as debuggers, IDEs, documentation systems or performance monitoring software. The use of the functools.wraps() decorator addresses some of these issues, but relies on decorators being implemented as closures. Using a closure to implement a decorator will not always work when wrapping functions where the descriptor protocol needs to be triggered to bind a function to an instance, to create an instance method, or where the function is a special method type such as a class method or static method. A more robust decorator, and one where the decorator is able to distinguish when it is being applied to a normal function or instance method, needs to be implemented as a combination of a wrapper and a descriptor. To also be able to use this as a generic wrapper when performing monkey patching requires even more tricks. The purpose of this talk is to walk through the various problems which arise with the more common ways of implementing decorators. It will then describe how to create a more robust generic wrapper/decorator which can be used in a wider range of scenarios than typical decorators.	Graham Dumpleton	Best Practices & Patterns	Decorators are a simple concept, yet extremely powerful. Implementing decorators which will work in a range of contexts is however non trivial. This talk will walk through various problems which arise with the more common ways of implementing decorators and then describe how to combine a wrapper and a descriptor to build a better decorator.	Intermediate	Advanced methods for creating decorators.	Friday	2014-04-11 17:10:00	2014-04-11 17:40:00
Decorators are one of the coolest constructs in Python.  Although they aren't necessary in many python scripts/applications, there are certain problems that decorators solve beautifully.  The average python programmer may have heard of decorators, may have even used them from time to time.  But many python programmers don't know how decorators work, or often even how to construct them! This session will be a fairly in-depth exploration of decorators:  how to construct them, how they work, and how to use them in your code.  By the end of the session, you should have a moderate understanding of how decorators work, and should be able to use them in your own projects.	Colton Myers	Python Core (language, stdlib, etc.)	Decorators are an invaluable addition to anyone's arsenal of python tools and tricks.  We will learn what a decorator is, how decorators are created, and then explore some of the cooler applications for decorators in our everyday projects.	Intermediate	Decorators:  A Powerful Weapon in your Python Arsenal	Friday	2014-04-11 11:30:00	2014-04-11 12:00:00
"This talk will spend time walking through a Lisp front-end called ""Hy"" that compiles down to Python bytecode by way of Python AST. The process of importing, compiling and running Hy in a way that is transparent to Python helps to demonstrate how you can use these tools to target the Python runtime in ways that folks don't generally take advantage of.  (cuddles, the cuttlefish, our mascot) The talk will focus on some lesser-known parts of Python internals, such as:   AST, such as why it's a good tool to have, when to use it, and how Hy uses AST to create Python code to be run.   Brief overview of some of the changes between Python 2.x AST and Python 3.x AST   How we can trick the Python debugger to debug Hy by correctly annotating the AST   PEP 302 import hooks, how we can use these to allow custom code to be run in a transparent way to Python   Look over core Python formats, such as the .pyc, and how we can create a .pyc file from Hy code.   The goal of this talk is to motivate people to learn more about Python, and start to think of Python in a more sophisticated and nuanced runtime, not unlike the JVM."	Paul Tagliamonte	Python Internals	"This talk will cover the internals of Python, such AST, Import hooks, creating a console, and a very brief overview of Python internal formats (such as pyc files), by way of looking over the implementation of a Lisp called ""Hy"". No Lisp knowledge is required."	Intermediate	Getting Hy on Python: How to implement a Lisp front-end to Python	Friday	2014-04-11 15:15:00	2014-04-11 16:00:00
This talk covers simple but lesser known techniques for dramatically improving your website's security, with an eye to what Django, Flask, and Pyramid provide out of the box. Specifically:  HTTP Strict Transport Security (HSTS) Content Security Policies (CSP) Secure / HttpOnly cookies Isolated domains for user content Avoiding passwords 	Dan Callahan	Security	Learn quick, easy, and lesser-known techniques to improve your website's security, protect against session hijacking, and defend against XSS and data injection attacks.	Novice	Quick Wins for Better Website Security	Saturday	2014-04-12 14:35:00	2014-04-12 15:05:00
The rule of thumb for people without degrees in cryptography on securing data on the Internet is “GPG for data at rest. TLS for data in motion”.  And it’s actually a very good rule everyone should follow. The only kicker though is that configuring (and using!) TLS properly is not as simple as it sounds and if you’re not diligent as a user, developer, and ops engineer, you can easily compromise your data’s security despite best effort of everyone else. This talk will be multifaceted; you will learn:  how SSL and TLS roughly work and why their state is sorry, server- and client-side duties for best possible security, what alternatives you have for using TLS in Python, things to keep in mind when configuring servers, and what perils outside your control still can trip you up.  In other words, the leitmotif is to show you the most common traps you should know about when using and deploying applications relying on TLS for transport layer security and how to avoid them.	Hynek Schlawack	Security	Those web pages with shiny lock icons boasting that your data is safe because of “256 bit encryption”? They are lying. In times of mass surveillance and commercialized Internet crime you should know why that’s the case. This talk will give you an overview that will help you to assess your personal security more realistically and to make your applications as secure as possible against all odds.	Novice	The Sorry State of SSL	Saturday	2014-04-12 13:40:00	2014-04-12 14:25:00
When we decided to rebuild our website as a one-page app using Angular.js on top of Django, a lot changed. We had to rethink the way we did APIs, the way we rendered templates, the way we thought about page load speeds. As the world of JavaScript frameworks starts to mature and more Python projects adopt them, I wanted to go through some of what we learned the hard way. The internet is vast, but it's still pretty sparse on best practices and explanations of how to work on large projects with these tools. If you're about to embark on a project with a JavaScript framework or if you've struggled setting up your own project, I'll give you some tips and signposts to light your way.	Jeff Schenck	Web Frameworks	AngularJS is a really exciting tool for building super slick single-page apps. But if you want them to play nice with a Python backend (Django, Pyramid, Flask, etc.) you're going to have to do a little bit of wrangling. These are the design patterns that worked for us.	Novice	Straightening Out AngularJS with Python	Friday	2014-04-11 14:35:00	2014-04-11 15:05:00
Modern web applications are immensely complex collections of multiple interacting systems. Many new web developers don't have the time to learn all the different pieces and tools, and often their application stability and agility suffer for it. This talk will cover a few of the major groups of tools involved in running an application including databases, web servers, and configuration managers.	Noah Kantrowitz	Systems Administration	Deploying a moderately complex web application has become quite a challenge over the years. As best-practices have evolved, it has become progressively more time-consuming to keep up with what tools exist and how to use them effectively. This talk will provide an overview of the ecosystem and provide pointers for more information about individual components or problems.	Novice	Application Deployment State of the Onion	Friday	2014-04-11 16:30:00	2014-04-11 17:00:00
"This talk presents issues which block adoption of Python3 by applications and libraries which are ""downstream"" of unported dependencies, and offers practical suggestions for making incremental progress toward porting an entire stack.  These suggestions are based on the author's experience porting the Zope component architecture, ZODB and related dependencies, including a large body of C extensions."	Tres Seaver	Best Practices & Patterns	This talk is an experience report / best practices summary, based on work porting a very large stack to Python 3.x.   The stack includes the Zope3 component architecture, ZODB, WebOb, pyramid, other dependencies, totalling ~180 KLOC Python + ~25 KLOC C.	Intermediate	By Your Bootstraps:  Porting Your Application to Python3	Friday	2014-04-11 12:10:00	2014-04-11 12:55:00
Testing is essential for code quality. Tests need to be automated and regularly run to benefit from them. Frameworks such as pytest are based on many years of exercise and help you apply best practices to your tests.  Apart from integrating well with existing unittest/nose test suites, pytest offers some unique features for writing and organising your test code. In six steps we introduce main features of py.test, with a strong focus  on best-practise organisation of test fixtures and code.  We discuss  key strategies for using py.test with existing unittest/nose code bases  and how to incrementally make use of py.test mechanisms.	Holger Krekel	Testing	Many people learn testing through the JUnit/PYUnit paradigm.  Lately, py.test's new  fixture mechanisms have gained traction among many Pythonistas.  This tutorial explores py.test discusses key strategies how to benefit from using py.test for your existing unittest/nose based code bases.	Intermediate	Improving automated testing with py.test	Thursday	2014-04-10 13:20:00	2014-04-10 16:40:00
Docker is an open source tool that simplifies managing Linux containers. A container is a sandbox environment that runs a collection of processes. Containers are light-weight VMs that share the same kernel as the host OS.  Docker adds some niceties to Linux containers such as AUFS, version control, docker registry (repository), versioning etc. This talk will serve as an introduction to working with docker tools. I'll cover the basic concepts behind docker and explain the difference between a docker container and a VM. Show a demo of how easy it is to create a docker image and launch a container from it. Briefly explain the idea behind Dockerfile and show some examples.  I'll cover how networking and filesystem changes are handled in Docker. Show a demo of how to deploy a Django application in docker and explain why it's useful to do so in production.  I'll also cover some common use cases of docker in the industry such as testing, deployment, PAAS etc.	Amjith Ramanujam	Systems Administration	Docker is a tool for sandboxing entire application environments using Linux containers. Docker's feature set includes versioning, sharing etc.  They are light-weight and fast, you can recreate a deployment environment in development or push your development containers to production. Imagine never having to worry about fragmentation of servers or syncing the versions of different libraries.	Novice	Introduction to Docker	Saturday	2014-04-12 10:50:00	2014-04-12 11:20:00
